scenario,method,round,client,value
noniid_pairwise_overlap_0,random_10,3,client_2,0.30463000000000007
noniid_pairwise_overlap_0,random_10,3,client_3,0.22437
noniid_pairwise_overlap_0,random_10,4,client_1,0.30881
noniid_pairwise_overlap_0,random_10,4,client_2,0.31115000000000004
noniid_pairwise_overlap_0,random_10,4,client_3,0.22146
noniid_pairwise_overlap_0,random_10,5,client_1,0.29495000000000005
noniid_pairwise_overlap_0,random_10,5,client_2,0.31172000000000005
noniid_pairwise_overlap_0,random_10,5,client_3,0.24446000000000004
noniid_global_overlap_0,random_10,1,client_1,0.04028999999999999
noniid_global_overlap_0,random_10,1,client_2,0.32251
noniid_global_overlap_0,random_10,1,client_3,0.038869999999999995
noniid_global_overlap_0,random_10,2,client_1,0.041499999999999995
noniid_global_overlap_0,random_10,2,client_2,0.32642
noniid_global_overlap_0,random_10,2,client_3,0.041040000000000014
noniid_global_overlap_0,random_10,3,client_1,0.04107
noniid_global_overlap_0,random_10,3,client_2,0.32972999999999997
noniid_global_overlap_0,random_10,3,client_3,0.040920000000000005
noniid_global_overlap_0,random_10,4,client_1,0.041429999999999995
noniid_global_overlap_0,random_10,4,client_2,0.3294
noniid_global_overlap_0,random_10,4,client_3,0.042050000000000004
noniid_global_overlap_0,random_10,5,client_1,0.04168000000000001
noniid_global_overlap_0,random_10,5,client_2,0.33016999999999996
noniid_global_overlap_0,random_10,5,client_3,0.04149000000000002
noniid_pairwise_overlap_25,random_10,1,client_1,0.20057
noniid_pairwise_overlap_25,random_10,1,client_2,0.29347999999999996
noniid_pairwise_overlap_25,random_10,1,client_3,0.12449999999999999
noniid_pairwise_overlap_25,random_10,2,client_1,0.29895
noniid_pairwise_overlap_25,random_10,2,client_2,0.29993
noniid_pairwise_overlap_25,random_10,2,client_3,0.20368
noniid_pairwise_overlap_25,random_10,3,client_1,0.30008
noniid_pairwise_overlap_25,random_10,3,client_2,0.30515000000000003
noniid_pairwise_overlap_25,random_10,3,client_3,0.22406
noniid_pairwise_overlap_25,random_10,4,client_1,0.31227
noniid_pairwise_overlap_25,random_10,4,client_2,0.31246000000000007
noniid_pairwise_overlap_25,random_10,4,client_3,0.21858999999999998
noniid_pairwise_overlap_25,random_10,5,client_1,0.30157999999999996
noniid_pairwise_overlap_25,random_10,5,client_2,0.30964
noniid_pairwise_overlap_25,random_10,5,client_3,0.23966000000000004
noniid_global_overlap_25,random_10,1,client_1,0.04050000000000001
noniid_global_overlap_25,random_10,1,client_2,0.32154000000000005
noniid_global_overlap_25,random_10,1,client_3,0.040119999999999996
noniid_global_overlap_25,random_10,2,client_1,0.04098000000000001
noniid_global_overlap_25,random_10,2,client_2,0.32616999999999996
noniid_global_overlap_25,random_10,2,client_3,0.04203
noniid_global_overlap_25,random_10,3,client_1,0.041509999999999984
noniid_global_overlap_25,random_10,3,client_2,0.32838
noniid_global_overlap_25,random_10,3,client_3,0.04189
noniid_global_overlap_25,random_10,4,client_1,0.041850000000000005
noniid_global_overlap_25,random_10,4,client_2,0.32974000000000003
noniid_global_overlap_25,random_10,4,client_3,0.040909999999999995
noniid_global_overlap_25,random_10,5,client_1,0.04170000000000002
noniid_global_overlap_25,random_10,5,client_2,0.32970000000000005
noniid_global_overlap_25,random_10,5,client_3,0.04179999999999999
noniid_pairwise_overlap_50,random_10,1,client_1,0.20000999999999997
noniid_pairwise_overlap_50,random_10,1,client_2,0.29294
noniid_pairwise_overlap_50,random_10,1,client_3,0.12127999999999999
noniid_pairwise_overlap_50,random_10,2,client_1,0.29672
noniid_pairwise_overlap_50,random_10,2,client_2,0.29961000000000004
noniid_pairwise_overlap_50,random_10,2,client_3,0.2008
noniid_pairwise_overlap_50,random_10,3,client_1,0.3073199999999999
noniid_pairwise_overlap_50,random_10,3,client_2,0.30423000000000006
noniid_pairwise_overlap_50,random_10,3,client_3,0.22075
noniid_pairwise_overlap_50,random_10,4,client_1,0.30640999999999996
noniid_pairwise_overlap_50,random_10,4,client_2,0.3107000000000001
noniid_pairwise_overlap_50,random_10,4,client_3,0.22569
noniid_pairwise_overlap_50,random_10,5,client_1,0.29555
noniid_pairwise_overlap_50,random_10,5,client_2,0.31188000000000005
noniid_pairwise_overlap_50,random_10,5,client_3,0.24259
noniid_global_overlap_50,random_10,1,client_1,0.04076000000000001
noniid_global_overlap_50,random_10,1,client_2,0.31957
noniid_global_overlap_50,random_10,1,client_3,0.04134999999999999
noniid_global_overlap_50,random_10,2,client_1,0.042249999999999996
noniid_global_overlap_50,random_10,2,client_2,0.3254
noniid_global_overlap_50,random_10,2,client_3,0.041540000000000014
noniid_global_overlap_50,random_10,3,client_1,0.04145
noniid_global_overlap_50,random_10,3,client_2,0.32895
noniid_global_overlap_50,random_10,3,client_3,0.041339999999999995
noniid_global_overlap_50,random_10,4,client_1,0.04129
noniid_global_overlap_50,random_10,4,client_2,0.32949
noniid_global_overlap_50,random_10,4,client_3,0.042089999999999975
noniid_global_overlap_50,random_10,5,client_1,0.04154999999999999
noniid_global_overlap_50,random_10,5,client_2,0.3295100000000001
noniid_global_overlap_50,random_10,5,client_3,0.04181000000000001
noniid_pairwise_overlap_75,random_10,1,client_1,0.20248
noniid_pairwise_overlap_75,random_10,1,client_2,0.29198999999999997
noniid_pairwise_overlap_75,random_10,1,client_3,0.11535999999999998
noniid_pairwise_overlap_75,random_10,2,client_1,0.29693
noniid_pairwise_overlap_75,random_10,2,client_2,0.30095
noniid_pairwise_overlap_75,random_10,2,client_3,0.20063999999999999
noniid_pairwise_overlap_75,random_10,3,client_1,0.30599
noniid_pairwise_overlap_75,random_10,3,client_2,0.30397
noniid_pairwise_overlap_75,random_10,3,client_3,0.22173999999999996
noniid_pairwise_overlap_75,random_10,4,client_1,0.31496999999999997
noniid_pairwise_overlap_75,random_10,4,client_2,0.31167
noniid_pairwise_overlap_75,random_10,4,client_3,0.21894999999999998
noniid_pairwise_overlap_75,random_10,5,client_1,0.29804
noniid_pairwise_overlap_75,random_10,5,client_2,0.31186
noniid_pairwise_overlap_75,random_10,5,client_3,0.24043
noniid_global_overlap_75,random_10,1,client_1,0.040429999999999994
noniid_global_overlap_75,random_10,1,client_2,0.31915
noniid_global_overlap_75,random_10,1,client_3,0.04158
noniid_global_overlap_75,random_10,2,client_1,0.041019999999999994
noniid_global_overlap_75,random_10,2,client_2,0.32650999999999997
noniid_global_overlap_75,random_10,2,client_3,0.041240000000000006
noniid_global_overlap_75,random_10,3,client_1,0.04195999999999999
noniid_global_overlap_75,random_10,3,client_2,0.32808000000000004
noniid_global_overlap_75,random_10,3,client_3,0.04151
noniid_global_overlap_75,random_10,4,client_1,0.04139000000000001
noniid_global_overlap_75,random_10,4,client_2,0.32944999999999997
noniid_global_overlap_75,random_10,4,client_3,0.04100000000000002
noniid_global_overlap_75,random_10,5,client_1,0.04124999999999998
noniid_global_overlap_75,random_10,5,client_2,0.32999
noniid_global_overlap_75,random_10,5,client_3,0.04171000000000001
noniid_pairwise_overlap_100,random_10,1,client_1,0.20025000000000004
noniid_pairwise_overlap_100,random_10,1,client_2,0.29312
noniid_pairwise_overlap_100,random_10,1,client_3,0.11738999999999997
noniid_pairwise_overlap_100,random_10,2,client_1,0.29665
noniid_pairwise_overlap_100,random_10,2,client_2,0.30026
noniid_pairwise_overlap_100,random_10,2,client_3,0.20124
noniid_pairwise_overlap_100,random_10,3,client_1,0.3063699999999999
noniid_pairwise_overlap_100,random_10,3,client_2,0.30446000000000006
noniid_pairwise_overlap_100,random_10,3,client_3,0.22301
noniid_pairwise_overlap_100,random_10,4,client_1,0.31642
noniid_pairwise_overlap_100,random_10,4,client_2,0.31094000000000005
noniid_pairwise_overlap_100,random_10,4,client_3,0.21879999999999997
noniid_pairwise_overlap_100,random_10,5,client_1,0.29955999999999994
noniid_pairwise_overlap_100,random_10,5,client_2,0.31001
noniid_pairwise_overlap_100,random_10,5,client_3,0.24167
noniid_global_overlap_100,random_10,1,client_1,0.039939999999999996
noniid_global_overlap_100,random_10,1,client_2,0.32012
noniid_global_overlap_100,random_10,1,client_3,0.040170000000000004
noniid_global_overlap_100,random_10,2,client_1,0.04108999999999999
noniid_global_overlap_100,random_10,2,client_2,0.32637000000000005
noniid_global_overlap_100,random_10,2,client_3,0.04129
noniid_global_overlap_100,random_10,3,client_1,0.04153
noniid_global_overlap_100,random_10,3,client_2,0.32867
noniid_global_overlap_100,random_10,3,client_3,0.04179
noniid_global_overlap_100,random_10,4,client_1,0.04121999999999999
noniid_global_overlap_100,random_10,4,client_2,0.33021
noniid_global_overlap_100,random_10,4,client_3,0.040870000000000004
noniid_global_overlap_100,random_10,5,client_1,0.04158
noniid_global_overlap_100,random_10,5,client_2,0.32995
noniid_global_overlap_100,random_10,5,client_3,0.041370000000000004
label_skew,random_10,1,client_1,0.14555
label_skew,random_10,1,client_2,0.12210999999999998
label_skew,random_10,1,client_3,0.03414999999999999
label_skew,random_10,1,client_4,-0.0039099999999999985
label_skew,random_10,2,client_1,0.23436999999999997
label_skew,random_10,2,client_2,0.19609000000000001
label_skew,random_10,2,client_3,0.09284
label_skew,random_10,2,client_4,0.06455000000000001
label_skew,random_10,3,client_1,0.23404999999999995
label_skew,random_10,3,client_2,0.20211
label_skew,random_10,3,client_3,0.09187
label_skew,random_10,3,client_4,0.07508000000000001
label_skew,random_10,4,client_1,0.22868999999999998
label_skew,random_10,4,client_2,0.1995
label_skew,random_10,4,client_3,0.12763999999999995
label_skew,random_10,4,client_4,0.09225000000000001
label_skew,random_10,5,client_1,0.24705999999999997
label_skew,random_10,5,client_2,0.19763999999999998
label_skew,random_10,5,client_3,0.11740000000000002
label_skew,random_10,5,client_4,0.10295000000000001
quantity_skew,random_10,1,client_1,0.15427
quantity_skew,random_10,1,client_2,0.45413999999999993
quantity_skew,random_10,1,client_3,0.16954999999999998
quantity_skew,random_10,1,client_4,0.020440000000000014
quantity_skew,random_10,2,client_1,0.15177999999999997
quantity_skew,random_10,2,client_2,0.45531
quantity_skew,random_10,2,client_3,0.21198999999999998
quantity_skew,random_10,2,client_4,0.030319999999999996
quantity_skew,random_10,3,client_1,0.13718999999999998
quantity_skew,random_10,3,client_2,0.45119999999999993
quantity_skew,random_10,3,client_3,0.23992
quantity_skew,random_10,3,client_4,0.036440000000000014
quantity_skew,random_10,4,client_1,0.12825999999999999
quantity_skew,random_10,4,client_2,0.45553
quantity_skew,random_10,4,client_3,0.2364
quantity_skew,random_10,4,client_4,0.05161
quantity_skew,random_10,5,client_1,0.12086999999999999
quantity_skew,random_10,5,client_2,0.4535699999999999
quantity_skew,random_10,5,client_3,0.24611
quantity_skew,random_10,5,client_4,0.05519
